WARNING | 2023-04-18 21:46:44,227 | cle.loader | The main binary is a position-independent executable. It is being loaded with a base address of 0x400000.
DEBUG   | 2023-04-18 21:46:44,233 | arbiter.master_chief.sa_recon | Creating CFG
Identifying functions:   0%|          | 0/367 [00:00<?, ?it/s]INFO    | 2023-04-18 21:46:45,870 | arbiter.master_chief.sa_recon | Starting recon of 0x402000
INFO    | 2023-04-18 21:46:45,870 | arbiter.master_chief.sa_recon | Starting recon of 0x402020
INFO    | 2023-04-18 21:46:45,870 | arbiter.master_chief.sa_recon | Starting recon of 0x40202d
INFO    | 2023-04-18 21:46:45,870 | arbiter.master_chief.sa_recon | Starting recon of 0x402030
INFO    | 2023-04-18 21:46:45,870 | arbiter.master_chief.sa_recon | Starting recon of 0x40203f
INFO    | 2023-04-18 21:46:45,870 | arbiter.master_chief.sa_recon | Starting recon of 0x402040
INFO    | 2023-04-18 21:46:45,870 | arbiter.master_chief.sa_recon | Starting recon of 0x40204f
INFO    | 2023-04-18 21:46:45,870 | arbiter.master_chief.sa_recon | Starting recon of 0x402050
INFO    | 2023-04-18 21:46:45,871 | arbiter.master_chief.sa_recon | Starting recon of 0x40205f
INFO    | 2023-04-18 21:46:45,871 | arbiter.master_chief.sa_recon | Starting recon of 0x402060
INFO    | 2023-04-18 21:46:45,871 | arbiter.master_chief.sa_recon | Starting recon of 0x40206f
INFO    | 2023-04-18 21:46:45,871 | arbiter.master_chief.sa_recon | Starting recon of 0x402070
INFO    | 2023-04-18 21:46:45,871 | arbiter.master_chief.sa_recon | Starting recon of 0x40207f
INFO    | 2023-04-18 21:46:45,871 | arbiter.master_chief.sa_recon | Starting recon of 0x402080
INFO    | 2023-04-18 21:46:45,871 | arbiter.master_chief.sa_recon | Starting recon of 0x40208f
INFO    | 2023-04-18 21:46:45,871 | arbiter.master_chief.sa_recon | Starting recon of 0x402090
INFO    | 2023-04-18 21:46:45,871 | arbiter.master_chief.sa_recon | Starting recon of 0x40209f
