WARNING | 2023-03-03 08:22:11,236 | cle.loader | The main binary is a position-independent executable. It is being loaded with a base address of 0x400000.
DEBUG   | 2023-03-03 08:22:11,253 | arbiter.master_chief.sa_recon | Creating CFG
Identifying functions:   0%|          | 0/1499 [00:00<?, ?it/s]INFO    | 2023-03-03 08:22:16,981 | arbiter.master_chief.sa_recon | Starting recon of 0x404000
INFO    | 2023-03-03 08:22:16,981 | arbiter.master_chief.sa_recon | Starting recon of 0x404020
INFO    | 2023-03-03 08:22:16,981 | arbiter.master_chief.sa_recon | Starting recon of 0x40402d
INFO    | 2023-03-03 08:22:16,981 | arbiter.master_chief.sa_recon | Starting recon of 0x404030
INFO    | 2023-03-03 08:22:16,981 | arbiter.master_chief.sa_recon | Starting recon of 0x40403f
INFO    | 2023-03-03 08:22:16,981 | arbiter.master_chief.sa_recon | Starting recon of 0x404040
INFO    | 2023-03-03 08:22:16,981 | arbiter.master_chief.sa_recon | Starting recon of 0x40404f
INFO    | 2023-03-03 08:22:16,981 | arbiter.master_chief.sa_recon | Starting recon of 0x404050
INFO    | 2023-03-03 08:22:16,982 | arbiter.master_chief.sa_recon | Starting recon of 0x40405f
INFO    | 2023-03-03 08:22:16,982 | arbiter.master_chief.sa_recon | Starting recon of 0x404060
INFO    | 2023-03-03 08:22:16,982 | arbiter.master_chief.sa_recon | Starting recon of 0x40406f
INFO    | 2023-03-03 08:22:16,982 | arbiter.master_chief.sa_recon | Starting recon of 0x404070
INFO    | 2023-03-03 08:22:16,982 | arbiter.master_chief.sa_recon | Starting recon of 0x40407f
INFO    | 2023-03-03 08:22:16,982 | arbiter.master_chief.sa_recon | Starting recon of 0x404080
INFO    | 2023-03-03 08:22:16,982 | arbiter.master_chief.sa_recon | Starting recon of 0x40408f
INFO    | 2023-03-03 08:22:16,982 | arbiter.master_chief.sa_recon | Starting recon of 0x404090
INFO    | 2023-03-03 08:22:16,982 | arbiter.master_chief.sa_recon | Starting recon of 0x40409f
INFO    | 2023-03-03 08:22:16,982 | arbiter.master_chief.sa_recon | Starting recon of 0x4040a0
