WARNING | 2023-04-18 17:27:38,698 | cle.backends.externs | Symbol was allocated without a known size; emulation may fail if it is used non-opaquely: _libc_intl_domainname
DEBUG   | 2023-04-18 17:27:53,444 | arbiter.master_chief.sa_advanced | Starting back tracking for 0x405aa8
INFO    | 2023-04-18 17:27:53,446 | arbiter.master_chief.sa_advanced | 2 sinks in function @ 0x4058b0
Analyzing targets:  88%|████████▊ | 15/17 [00:14<00:02,  1.43s/it]DEBUG   | 2023-04-18 17:27:53,447 | arbiter.master_chief.sa_advanced | Analysis of function @ 0x405bb0
DEBUG   | 2023-04-18 17:27:53,447 | arbiter.master_chief.sa_advanced | Creating CFGEmulated for function @ 0x405bb0
DEBUG   | 2023-04-18 17:27:53,663 | arbiter.master_chief.sa_advanced | Creating DDG for function @ 0x405bb0 (call_depth=1)
DEBUG   | 2023-04-18 17:27:53,814 | arbiter.master_chief.sa_advanced | Creating CDG for function @ 0x405bb0
DEBUG   | 2023-04-18 17:27:53,818 | arbiter.master_chief.sa_advanced | Starting back tracking for 0x405c05
ERROR   | 2023-04-18 17:27:53,840 | arbiter.master_chief.sa_advanced | Got constant value
DEBUG   | 2023-04-18 17:27:53,840 | arbiter.master_chief.sa_advanced | Starting back tracking for 0x405c60
ERROR   | 2023-04-18 17:27:53,861 | arbiter.master_chief.sa_advanced | Got constant value
DEBUG   | 2023-04-18 17:27:53,862 | arbiter.master_chief.sa_advanced | Starting back tracking for 0x405c92
ERROR   | 2023-04-18 17:27:53,884 | arbiter.master_chief.sa_advanced | Got constant value
DEBUG   | 2023-04-18 17:27:53,884 | arbiter.master_chief.sa_advanced | Starting back tracking for 0x405d1d
ERROR   | 2023-04-18 17:27:53,898 | arbiter.master_chief.sa_advanced | Got constant value
DEBUG   | 2023-04-18 17:27:53,898 | arbiter.master_chief.sa_advanced | Starting back tracking for 0x405d8f
ERROR   | 2023-04-18 17:27:53,912 | arbiter.master_chief.sa_advanced | Got constant value
DEBUG   | 2023-04-18 17:27:53,912 | arbiter.master_chief.sa_advanced | Starting back tracking for 0x405d92
ERROR   | 2023-04-18 17:27:53,926 | arbiter.master_chief.sa_advanced | Got constant value
INFO    | 2023-04-18 17:27:53,926 | arbiter.master_chief.sa_advanced | No valid sinks in function @ 0x405bb0
Analyzing targets:  94%|█████████▍| 16/17 [00:14<00:01,  1.15s/it]DEBUG   | 2023-04-18 17:27:53,927 | arbiter.master_chief.sa_advanced | Analysis of function @ 0x405db0
DEBUG   | 2023-04-18 17:27:53,927 | arbiter.master_chief.sa_advanced | Creating CFGEmulated for function @ 0x405db0
DEBUG   | 2023-04-18 17:27:54,147 | arbiter.master_chief.sa_advanced | Creating DDG for function @ 0x405db0 (call_depth=1)
DEBUG   | 2023-04-18 17:27:54,318 | arbiter.master_chief.sa_advanced | Creating CDG for function @ 0x405db0
DEBUG   | 2023-04-18 17:27:54,321 | arbiter.master_chief.sa_advanced | Starting back tracking for 0x405e36
ERROR   | 2023-04-18 17:27:54,340 | arbiter.master_chief.sa_advanced | Got constant value
DEBUG   | 2023-04-18 17:27:54,340 | arbiter.master_chief.sa_advanced | Starting back tracking for 0x405e71
DEBUG   | 2023-04-18 17:27:54,361 | arbiter.master_chief.sa_advanced | Starting back tracking for 0x405e80
DEBUG   | 2023-04-18 17:27:54,385 | arbiter.master_chief.sa_advanced | Starting back tracking for 0x405f4d
ERROR   | 2023-04-18 17:27:54,393 | arbiter.master_chief.sa_advanced | Got constant value
DEBUG   | 2023-04-18 17:27:54,394 | arbiter.master_chief.sa_advanced | Starting back tracking for 0x405f7d
DEBUG   | 2023-04-18 17:27:54,402 | arbiter.master_chief.sa_advanced | Starting back tracking for 0x405f88
INFO    | 2023-04-18 17:27:54,410 | arbiter.master_chief.sa_advanced | 4 sinks in function @ 0x405db0
Analyzing targets: 100%|██████████| 17/17 [00:15<00:00,  1.06it/s]Analyzing targets: 100%|██████████| 17/17 [00:15<00:00,  1.13it/s]
Exploring targets:   0%|          | 0/11 [00:00<?, ?it/s]
Exploring nodes in target:   0%|          | 0/1 [00:00<?, ?it/s][ADEBUG   | 2023-04-18 17:27:54,412 | arbiter.master_chief.symbolic_execution | Creating initial state for sub_403c20
INFO    | 2023-04-18 17:27:54,416 | arbiter.master_chief.symbolic_execution | Starting exploration 0x403c20 => 0x403e54
DEBUG   | 2023-04-18 17:27:54,416 | arbiter.master_chief.symbolic_execution | Watchdog started, waiting for 300s
DEBUG   | 2023-04-18 17:28:52,062 | arbiter.master_chief.symbolic_execution | Found 1 paths; active paths remaining
INFO    | 2023-04-18 17:28:52,086 | arbiter.master_chief.symbolic_execution | Applying constraints for sink : fprintf
INFO    | 2023-04-18 17:28:52,111 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x1
INFO    | 2023-04-18 17:28:52,111 | arbiter.master_chief.symbolic_execution | Satisfied state : 0xfffffffffffffffc
INFO    | 2023-04-18 17:28:52,131 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
INFO    | 2023-04-18 17:28:52,150 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
INFO    | 2023-04-18 17:28:52,167 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
INFO    | 2023-04-18 17:28:52,183 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
INFO    | 2023-04-18 17:28:52,198 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
INFO    | 2023-04-18 17:28:52,215 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
INFO    | 2023-04-18 17:28:52,230 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
INFO    | 2023-04-18 17:28:52,245 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
INFO    | 2023-04-18 17:28:52,246 | arbiter.master_chief.symbolic_execution | Satisfied state : 0xffffff8000000000
INFO    | 2023-04-18 17:28:52,246 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x81
INFO    | 2023-04-18 17:28:52,261 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
INFO    | 2023-04-18 17:28:52,276 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
INFO    | 2023-04-18 17:28:52,291 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
INFO    | 2023-04-18 17:28:52,306 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
INFO    | 2023-04-18 17:28:52,320 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
INFO    | 2023-04-18 17:28:52,336 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
INFO    | 2023-04-18 17:28:52,350 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
INFO    | 2023-04-18 17:28:52,365 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
INFO    | 2023-04-18 17:28:52,380 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
INFO    | 2023-04-18 17:28:52,398 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
INFO    | 2023-04-18 17:28:52,414 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
INFO    | 2023-04-18 17:28:52,429 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
INFO    | 2023-04-18 17:28:52,445 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
INFO    | 2023-04-18 17:28:52,461 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
INFO    | 2023-04-18 17:28:52,476 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
INFO    | 2023-04-18 17:28:52,491 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
INFO    | 2023-04-18 17:28:52,507 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
INFO    | 2023-04-18 17:28:52,522 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
INFO    | 2023-04-18 17:28:52,538 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
INFO    | 2023-04-18 17:28:52,553 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
INFO    | 2023-04-18 17:28:52,569 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
INFO    | 2023-04-18 17:28:52,584 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
INFO    | 2023-04-18 17:28:52,599 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
INFO    | 2023-04-18 17:28:52,614 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
INFO    | 2023-04-18 17:28:52,629 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
INFO    | 2023-04-18 17:28:52,644 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
INFO    | 2023-04-18 17:28:52,659 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
INFO    | 2023-04-18 17:28:52,674 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
INFO    | 2023-04-18 17:28:52,689 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
INFO    | 2023-04-18 17:28:52,705 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
INFO    | 2023-04-18 17:28:52,720 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
INFO    | 2023-04-18 17:28:52,735 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
INFO    | 2023-04-18 17:28:52,750 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
INFO    | 2023-04-18 17:28:52,765 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
INFO    | 2023-04-18 17:28:52,780 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
INFO    | 2023-04-18 17:28:52,795 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
INFO    | 2023-04-18 17:28:52,810 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
INFO    | 2023-04-18 17:28:52,825 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
INFO    | 2023-04-18 17:28:52,841 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
INFO    | 2023-04-18 17:28:52,856 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
INFO    | 2023-04-18 17:28:52,871 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
INFO    | 2023-04-18 17:28:52,886 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
INFO    | 2023-04-18 17:28:52,902 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
INFO    | 2023-04-18 17:28:52,917 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
INFO    | 2023-04-18 17:28:52,932 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
INFO    | 2023-04-18 17:28:52,947 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
INFO    | 2023-04-18 17:28:52,962 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
INFO    | 2023-04-18 17:28:52,977 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
INFO    | 2023-04-18 17:28:52,992 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
INFO    | 2023-04-18 17:28:53,007 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
INFO    | 2023-04-18 17:28:53,022 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
INFO    | 2023-04-18 17:28:53,036 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
INFO    | 2023-04-18 17:28:53,051 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
INFO    | 2023-04-18 17:28:53,066 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
INFO    | 2023-04-18 17:28:53,081 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
INFO    | 2023-04-18 17:28:53,096 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
INFO    | 2023-04-18 17:28:53,111 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
INFO    | 2023-04-18 17:28:53,126 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
INFO    | 2023-04-18 17:28:53,141 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
INFO    | 2023-04-18 17:28:53,156 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
INFO    | 2023-04-18 17:28:53,171 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
INFO    | 2023-04-18 17:28:53,187 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
INFO    | 2023-04-18 17:28:53,203 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
INFO    | 2023-04-18 17:28:53,218 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
INFO    | 2023-04-18 17:28:53,235 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
INFO    | 2023-04-18 17:28:53,250 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
INFO    | 2023-04-18 17:28:53,265 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
INFO    | 2023-04-18 17:28:53,281 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
INFO    | 2023-04-18 17:28:53,296 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
INFO    | 2023-04-18 17:28:53,311 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
INFO    | 2023-04-18 17:28:53,326 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
INFO    | 2023-04-18 17:28:53,341 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
INFO    | 2023-04-18 17:28:53,356 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
INFO    | 2023-04-18 17:28:53,371 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
INFO    | 2023-04-18 17:28:53,386 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
INFO    | 2023-04-18 17:28:53,401 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
INFO    | 2023-04-18 17:28:53,416 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
INFO    | 2023-04-18 17:28:53,432 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
INFO    | 2023-04-18 17:28:53,447 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
INFO    | 2023-04-18 17:28:53,463 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
INFO    | 2023-04-18 17:28:53,479 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
INFO    | 2023-04-18 17:28:53,494 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
INFO    | 2023-04-18 17:28:53,509 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
INFO    | 2023-04-18 17:28:53,524 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
INFO    | 2023-04-18 17:28:53,539 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
INFO    | 2023-04-18 17:28:53,555 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
INFO    | 2023-04-18 17:28:53,570 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
INFO    | 2023-04-18 17:28:53,585 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
INFO    | 2023-04-18 17:28:53,600 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
INFO    | 2023-04-18 17:28:53,616 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
INFO    | 2023-04-18 17:28:53,631 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
INFO    | 2023-04-18 17:28:53,646 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
INFO    | 2023-04-18 17:28:53,661 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
INFO    | 2023-04-18 17:28:53,676 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
INFO    | 2023-04-18 17:28:53,692 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
INFO    | 2023-04-18 17:28:53,707 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
INFO    | 2023-04-18 17:28:53,722 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
INFO    | 2023-04-18 17:28:53,737 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
INFO    | 2023-04-18 17:28:53,753 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
INFO    | 2023-04-18 17:28:53,768 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
INFO    | 2023-04-18 17:28:53,783 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
INFO    | 2023-04-18 17:28:53,798 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
INFO    | 2023-04-18 17:28:53,813 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
INFO    | 2023-04-18 17:28:53,828 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
INFO    | 2023-04-18 17:28:53,844 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
INFO    | 2023-04-18 17:28:53,860 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
INFO    | 2023-04-18 17:28:53,875 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
INFO    | 2023-04-18 17:28:53,890 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
INFO    | 2023-04-18 17:28:53,905 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
INFO    | 2023-04-18 17:28:53,920 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
INFO    | 2023-04-18 17:28:53,935 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
INFO    | 2023-04-18 17:28:53,950 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
INFO    | 2023-04-18 17:28:53,965 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
INFO    | 2023-04-18 17:28:53,980 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
INFO    | 2023-04-18 17:28:53,995 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
INFO    | 2023-04-18 17:28:54,010 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
INFO    | 2023-04-18 17:28:54,025 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
INFO    | 2023-04-18 17:28:54,040 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
INFO    | 2023-04-18 17:28:54,055 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
INFO    | 2023-04-18 17:28:54,070 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
INFO    | 2023-04-18 17:28:54,085 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
INFO    | 2023-04-18 17:28:54,100 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
INFO    | 2023-04-18 17:28:54,116 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
INFO    | 2023-04-18 17:28:54,131 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
INFO    | 2023-04-18 17:28:54,146 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
INFO    | 2023-04-18 17:28:54,161 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
INFO    | 2023-04-18 17:28:54,177 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
INFO    | 2023-04-18 17:28:54,192 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
INFO    | 2023-04-18 17:28:54,208 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
INFO    | 2023-04-18 17:28:54,225 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
INFO    | 2023-04-18 17:28:54,241 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
INFO    | 2023-04-18 17:28:54,258 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
INFO    | 2023-04-18 17:28:54,274 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
INFO    | 2023-04-18 17:28:54,290 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
INFO    | 2023-04-18 17:28:54,305 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
INFO    | 2023-04-18 17:28:54,321 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
INFO    | 2023-04-18 17:28:54,336 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
INFO    | 2023-04-18 17:28:54,352 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
INFO    | 2023-04-18 17:28:54,368 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
INFO    | 2023-04-18 17:28:54,384 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
INFO    | 2023-04-18 17:28:54,399 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
INFO    | 2023-04-18 17:28:54,415 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
INFO    | 2023-04-18 17:28:54,430 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
INFO    | 2023-04-18 17:28:54,445 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
INFO    | 2023-04-18 17:28:54,460 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
INFO    | 2023-04-18 17:28:54,476 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
INFO    | 2023-04-18 17:28:54,491 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
INFO    | 2023-04-18 17:28:54,507 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
INFO    | 2023-04-18 17:28:54,522 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
INFO    | 2023-04-18 17:28:54,537 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
INFO    | 2023-04-18 17:28:54,552 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
INFO    | 2023-04-18 17:28:54,567 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
INFO    | 2023-04-18 17:28:54,583 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
INFO    | 2023-04-18 17:28:54,600 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
INFO    | 2023-04-18 17:28:54,615 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
INFO    | 2023-04-18 17:28:54,630 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
INFO    | 2023-04-18 17:28:54,646 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
INFO    | 2023-04-18 17:28:54,661 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
INFO    | 2023-04-18 17:28:54,677 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
INFO    | 2023-04-18 17:28:54,692 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
INFO    | 2023-04-18 17:28:54,708 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
DEBUG   | 2023-04-18 17:28:54,708 | arbiter.master_chief.symbolic_execution | Waiting for watchdog to join

Exploring nodes in target: 100%|██████████| 1/1 [01:00<00:00, 60.30s/it][A
                                                                        [AExploring targets:   9%|▉         | 1/11 [01:00<10:02, 60.30s/it]
Exploring nodes in target:   0%|          | 0/1 [00:00<?, ?it/s][ADEBUG   | 2023-04-18 17:28:54,708 | arbiter.master_chief.symbolic_execution | Creating initial state for sub_404170
INFO    | 2023-04-18 17:28:54,713 | arbiter.master_chief.symbolic_execution | Starting exploration 0x404170 => 0x4041a7
DEBUG   | 2023-04-18 17:28:54,713 | arbiter.master_chief.symbolic_execution | Watchdog started, waiting for 300s
DEBUG   | 2023-04-18 17:28:55,129 | arbiter.master_chief.symbolic_execution | Found 1 paths; No active paths
INFO    | 2023-04-18 17:28:55,133 | arbiter.master_chief.symbolic_execution | Applying constraints for sink : fprintf
INFO    | 2023-04-18 17:28:55,134 | arbiter.master_chief.symbolic_execution | Satisfied state : 0xffffffffffffefc0
INFO    | 2023-04-18 17:28:55,149 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
INFO    | 2023-04-18 17:28:55,165 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
INFO    | 2023-04-18 17:28:55,180 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
INFO    | 2023-04-18 17:28:55,195 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
INFO    | 2023-04-18 17:28:55,209 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
INFO    | 2023-04-18 17:28:55,225 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
INFO    | 2023-04-18 17:28:55,240 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
INFO    | 2023-04-18 17:28:55,255 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
INFO    | 2023-04-18 17:28:55,270 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
INFO    | 2023-04-18 17:28:55,270 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x3
INFO    | 2023-04-18 17:28:55,270 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
DEBUG   | 2023-04-18 17:28:55,271 | arbiter.master_chief.symbolic_execution | Waiting for watchdog to join

Exploring nodes in target: 100%|██████████| 1/1 [00:00<00:00,  1.78it/s][A
                                                                        [AExploring targets:  18%|█▊        | 2/11 [01:00<03:46, 25.16s/it]
Exploring nodes in target:   0%|          | 0/1 [00:00<?, ?it/s][ADEBUG   | 2023-04-18 17:28:55,271 | arbiter.master_chief.symbolic_execution | Creating initial state for sub_404450
INFO    | 2023-04-18 17:28:55,275 | arbiter.master_chief.symbolic_execution | Starting exploration 0x404450 => 0x40468e
DEBUG   | 2023-04-18 17:28:55,275 | arbiter.master_chief.symbolic_execution | Watchdog started, waiting for 300s
DEBUG   | 2023-04-18 17:28:58,618 | arbiter.master_chief.symbolic_execution | Found 1 paths; active paths remaining
INFO    | 2023-04-18 17:28:58,625 | arbiter.master_chief.symbolic_execution | Applying constraints for sink : fprintf
INFO    | 2023-04-18 17:28:58,640 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
INFO    | 2023-04-18 17:28:58,655 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
INFO    | 2023-04-18 17:28:58,669 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
INFO    | 2023-04-18 17:28:58,684 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
INFO    | 2023-04-18 17:28:58,698 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
INFO    | 2023-04-18 17:28:58,713 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
INFO    | 2023-04-18 17:28:58,728 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
INFO    | 2023-04-18 17:28:58,743 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
INFO    | 2023-04-18 17:28:58,757 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
INFO    | 2023-04-18 17:28:58,774 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
INFO    | 2023-04-18 17:28:58,790 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
INFO    | 2023-04-18 17:28:58,805 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
INFO    | 2023-04-18 17:28:58,820 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
INFO    | 2023-04-18 17:28:58,835 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
INFO    | 2023-04-18 17:28:58,850 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
INFO    | 2023-04-18 17:28:58,865 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
INFO    | 2023-04-18 17:28:58,880 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
INFO    | 2023-04-18 17:28:58,895 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
INFO    | 2023-04-18 17:28:58,910 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
INFO    | 2023-04-18 17:28:58,925 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
INFO    | 2023-04-18 17:28:58,940 | arbiter.master_chief.symbolic_execution | Satisfied state : 0x0
